domain,port,metadata_comment,ip
www.digiresto.ch,443,Possible BurpSuite Collaborator Domain (Unverified),51.38.184.89
www.digiresto.ch,80,Possible BurpSuite Collaborator Domain (Unverified),51.38.184.89
www.duuf666.cn,8888,Possible Supershell Domain (Unverified),117.72.202.93
www.eggnn.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.203
www.embedded-in-tech.com,3790,Possible Metasploit Domain (Unverified),162.55.91.224
www.example.factset.company,80,Possible Pywssocks Domain (Unverified),136.85.98.45
www.exgate.cloud,9137,Possible Xalgorix Domain (Unverified),46.250.227.59
www.exteriorpath.info,443,Possible Havoc Domain (Unverified),162.33.177.101
www.greenonionvintage.com,8168,Possible CyberStrikeAI Domain (Unverified),138.226.240.253
www.hardlicc.top,8443,Possible CyberStrikeAI Domain (Unverified),139.224.40.24
www.hotspot.pusulacloud.com,9876,Possible CyberStrikeAI Domain (Unverified),207.180.206.222
www.kaeroffice.net,443,Possible Mythic Domain (Unverified),67.205.148.159
www.kolrma.com,8080,Possible CyberStrikeAI Domain (Unverified),5.149.253.117
www.ky001.cloudns.be,55678,Possible wstunnel Domain (Unverified),128.204.223.99
www.literaturstuebchen.de,80,Possible BurpSuite Collaborator Domain (Unverified),87.106.81.96
www.login.xn--medmx-q4a.com,46321,Possible AdaptixC2 Domain (Unverified),109.74.144.151
www.mail-security.org,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),64.199.252.59
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.collaborator.chaosgnome.ninja,80,Possible BurpSuite Collaborator Domain (Unverified),44.230.244.199
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.bcs.shrk.io,80,Possible BurpSuite Collaborator Domain (Unverified),52.41.201.69
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns2.ywrzzg.com,33443,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns2.ywrzzg.com,443,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.ywrzzg.com,3380,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
www.mail.mail.mail.mail.mail.mail.ns1.burp.mtest.no,443,Possible BurpSuite Collaborator Domain (Unverified),94.127.56.232
www.microsofts.icu,8443,Possible PentAGI Domain (Unverified),106.52.92.28
www.montu.at,80,Possible BurpSuite Collaborator Domain (Unverified),81.223.75.90
www.moretrains.com,8080,Possible Ligolo-ng Domain (Unverified),157.230.80.211
www.nopjt.com,443,Possible BurpSuite Collaborator Domain (Unverified),94.237.118.10
www.nopjt.com,80,Possible BurpSuite Collaborator Domain (Unverified),94.237.118.10
www.nsa.systems,443,Possible BurpSuite Collaborator Domain (Unverified),13.49.231.33
www.nsa.systems,80,Possible BurpSuite Collaborator Domain (Unverified),13.49.231.33
www.penetore.com,443,Possible Havoc Domain (Unverified),54.95.208.190
www.pilotairbus.com,4443,Possible BurpSuite Collaborator Domain (Unverified),157.173.112.251
www.pilotairbus.com,8080,Possible BurpSuite Collaborator Domain (Unverified),157.173.112.251
www.qyd4khna.cn,8443,Possible PentAGI Domain (Unverified),38.246.250.39
www.sccic.info,7443,Possible Mythic Domain (Unverified),134.209.41.160
www.sdandsan.yachts,8000,Possible CyberStrikeAI Domain (Unverified),217.60.38.222
www.security.adgov.online,80,Possible BurpSuite Collaborator Domain (Unverified),3.29.113.247
www.securitycheck.serversec.mng.nintendo.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.220.87.115
www.securitycheck.serversec.mng.nintendo.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.220.87.115
www.sharpen.top,39001,Possible AdaptixC2 Domain (Unverified),43.160.225.40
www.smsstatus.net,8080,Possible Hak5 Cloud C2 Domain (Unverified),185.213.27.138
www.tech-corp.net,8080,Possible wstunnel Domain (Unverified),135.181.35.122
www.tgzhbdbot.xyz,18443,Possible PentAGI Domain (Unverified),178.236.46.94
www.tumeiwl.com,19999,Possible Supershell Domain (Unverified),124.248.66.207
www.tumeiwl.com,3232,Possible Reverse_SSH Domain (Unverified),124.248.66.207
www.valleyaerialsllc.com,4321,Possible AdaptixC2 Domain (Unverified),155.138.215.87
www.vannrich.com,58080,Possible CyberStrikeAI Domain (Unverified),104.168.4.31
www.vercel-pro.com,8567,Possible Reverse_SSH Domain (Unverified),23.94.54.105
www.wbtender.ru,8080,Possible CyberStrikeAI Domain (Unverified),185.72.146.97
www.werderfan-fahrten.de,3790,Possible Metasploit Domain (Unverified),88.99.214.170
www.windows64bit.giize.com,1803,Possible AsyncRAT Domain (Unverified),104.243.248.63
www.windows64bit.giize.com,3601,Possible AsyncRAT Domain (Unverified),104.243.248.63
www.windows64bit.giize.com,407,Possible AsyncRAT Domain (Unverified),104.243.248.63
www.xnu.pw,80,Possible BurpSuite Collaborator Domain (Unverified),182.169.75.133
www.yuyongjiang.cn,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.193
www.yuyongjiang.cn,8666,Possible PentAGI Domain (Unverified),38.6.126.193
www.zenithcapitflow.pro,80,Possible DinDoor Domain (Unverified),91.92.43.103
www17caopenshuang.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.74
www17caopenshuang.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.74
www17caopenshuang.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.74
www17caopenshuang.top,8666,Possible PentAGI Domain (Unverified),38.6.103.74
www17caopenshuang.top,8765,Possible PentAGI Domain (Unverified),38.6.103.74
wyf528928.asia,8080,Possible CyberStrikeAI Domain (Unverified),149.88.73.91
x.ctxp.ru,443,Possible BurpSuite Collaborator Domain (Unverified),185.98.81.158
x.ctxp.ru,80,Possible BurpSuite Collaborator Domain (Unverified),185.98.81.158
x.gru.fi,11601,Possible Ligolo-ng Domain (Unverified),138.2.99.199
x1337x.st,443,Possible AsyncRAT Domain (Unverified),91.92.241.160
x3p.me,443,Possible BurpSuite Collaborator Domain (Unverified),57.129.14.39
x3p.me,80,Possible BurpSuite Collaborator Domain (Unverified),57.129.14.39
x9.to,80,Possible BurpSuite Collaborator Domain (Unverified),34.145.238.24
xelovira.top,8080,Possible CyberStrikeAI Domain (Unverified),45.207.215.236
xiaolaodi.top,8666,Possible PentAGI Domain (Unverified),38.6.103.80
xiaolaodi.top,8765,Possible PentAGI Domain (Unverified),38.6.103.80
xinbuyezonghelinglei.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.196
xinbuyezonghelinglei.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.196
xinbuyezonghelinglei.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.196
xinbuyezonghelinglei.top,8765,Possible PentAGI Domain (Unverified),38.6.126.196
xingzhongguoshufu.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.214
xinyang.flyleon.com,8443,Possible CyberStrikeAI Domain (Unverified),218.1.219.233
xixiyingyuanyiqu.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.219
xixiyingyuanyiqu.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.219
xixiyingyuanyiqu.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.219
xixiyingyuanyiqu.top,8666,Possible PentAGI Domain (Unverified),38.6.126.219
xixiyingyuanyiqu.top,8765,Possible PentAGI Domain (Unverified),38.6.126.219
xkk.chaosmedia.cn,9520,Possible CHAOS Domain (Unverified),117.72.101.55
xn--7-iq8c.top,8080,Possible CyberStrikeAI Domain (Unverified),162.211.183.222
xn--kwrx2hbtv.top,8000,Possible Cairn Domain (Unverified),203.91.76.11
xss.xxx,443,Possible Reverse_SSH Domain (Unverified),47.79.249.180
xxooxx.duckdns.org,8080,Possible Hak5 Cloud C2 Domain (Unverified),212.34.136.14
yaocai178.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.220
yazhou18vchigua.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.79
yazhou18vchigua.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.79
yazhou18vchigua.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.79
yazhou18vchigua.top,8666,Possible PentAGI Domain (Unverified),38.6.103.79
yazhou18vchigua.top,8765,Possible PentAGI Domain (Unverified),38.6.103.79
yazhoujinghuayi.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.220
yazhoujinghuayi.top,8765,Possible PentAGI Domain (Unverified),38.6.126.220
yazhoujingxuanneishe.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.216
yazhoumei17czaixian.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.88
yazhoumei17czaixian.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.88
yazhoumei17czaixian.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.88
yazhourenyaojiaopei.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.201
yazhousaoneishe.top,8666,Possible PentAGI Domain (Unverified),38.6.126.194
yazhoutiantangerqu.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.76
yazhoutiantangerqu.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.76
yazhoutiantangerqu.top,8666,Possible PentAGI Domain (Unverified),38.6.103.76
yazhouyijiaa.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.71
yazhouyijiaa.top,8666,Possible PentAGI Domain (Unverified),38.6.103.71
yazhouyijiaa.top,8765,Possible PentAGI Domain (Unverified),38.6.103.71
ye.immqm.com,18888,Possible Supershell Domain (Unverified),8.138.155.217
yewknight.xyz,8080,Possible CyberStrikeAI Domain (Unverified),47.102.128.34
yeyesaoav91jingpin.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.213
yeyesaoav91jingpin.top,8666,Possible PentAGI Domain (Unverified),38.6.126.213
yeyesaoav91jingpin.top,8765,Possible PentAGI Domain (Unverified),38.6.126.213
yingyuanguochan.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.199
yingyuanguochan.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.199
yiqiqicaozuixinrukou.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.86
yiqiqicaozuixinrukou.top,8666,Possible PentAGI Domain (Unverified),38.6.103.86
yiquerquma.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.91
yiquerquma.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.91
yiquerquma.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.91
yiquerquma.top,8666,Possible PentAGI Domain (Unverified),38.6.103.91
yiquerquma.top,8765,Possible PentAGI Domain (Unverified),38.6.103.91
yjfgg.bbroot.com,8080,Possible CyberStrikeAI Domain (Unverified),45.207.215.251
yjizzxxxx.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.193
yjizzxxxx.top,8765,Possible PentAGI Domain (Unverified),38.6.126.193
yoindje.shop,12159,Possible DcRat Domain (Unverified),45.202.0.111
yxta.me,80,Possible BurpSuite Collaborator Domain (Unverified),51.77.222.226
zaixianbofangba.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.84
zaixianbofangba.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.84
zaixianbofangba.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.84
zaixianbofangba.top,8666,Possible PentAGI Domain (Unverified),38.6.103.84
zaixianbofangba.top,8765,Possible PentAGI Domain (Unverified),38.6.103.84
zaixianbofangf.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.197
zaixianbofangf.top,8666,Possible PentAGI Domain (Unverified),38.6.126.197
zaixianbofangf.top,8765,Possible PentAGI Domain (Unverified),38.6.126.197
zaixianchiguafancha.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.65
zaixianchiguafancha.top,8666,Possible PentAGI Domain (Unverified),38.6.103.65
zaixianchiguafancha.top,8765,Possible PentAGI Domain (Unverified),38.6.103.65
zaixianheiliaochigua.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.221
zaixianheiliaochigua.top,8666,Possible PentAGI Domain (Unverified),38.6.126.221
zaixianheiliaochigua.top,8765,Possible PentAGI Domain (Unverified),38.6.126.221
zaixianwwuma.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.209
zaixianwwuma.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.209
zentorinonaritemi.click,11601,Possible Ligolo-ng Domain (Unverified),45.133.210.173
zhangchangxin.cn,10000,Possible CyberStrikeAI Domain (Unverified),8.140.192.118
zhangchangxin.cn,80,Possible CyberStrikeAI Domain (Unverified),8.140.192.118
zhengzhou.1688mayi.cn,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.67
zhengzhou.1688mayi.cn,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.67
zhengzhou.1688mayi.cn,8666,Possible PentAGI Domain (Unverified),38.6.103.67
zhifusiwaqu.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.77
zhifusiwaqu.top,8666,Possible PentAGI Domain (Unverified),38.6.103.77
zhifusiwaqu.top,8765,Possible PentAGI Domain (Unverified),38.6.103.77
zhongguomeinvneishe.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.73
zhongguomeinvneishe.top,8666,Possible PentAGI Domain (Unverified),38.6.103.73
zhongguomeinvneishe.top,8765,Possible PentAGI Domain (Unverified),38.6.103.73
zhuaijuan.cn,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.210
zhuaijuan.cn,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.210
zhuaijuan.cn,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.210
zhuaijuan.cn,8666,Possible PentAGI Domain (Unverified),38.6.126.210
zhuaijuan.cn,8765,Possible PentAGI Domain (Unverified),38.6.126.210
zhuaisao.cn,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.69
zhuaisao.cn,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.69
zhuaisao.cn,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.69
zhuaisao.cn,8666,Possible PentAGI Domain (Unverified),38.6.103.69
zhuaisao.cn,8765,Possible PentAGI Domain (Unverified),38.6.103.69
zuoer.tinghuakai.net,8080,Possible CyberStrikeAI Domain (Unverified),47.105.68.176
zuxiongbingcengqi911.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.198
zuxiongbingcengqi911.top,8666,Possible PentAGI Domain (Unverified),38.6.126.198
